	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.40374755859375	0.005035400390625
bxt_sgso	0.40374755859375	1.0	0.005035400390625
bxt_sgso_us	0.005035400390625	0.005035400390625	1.0
