	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	4.57763671875e-05	0.02899169921875
bxt_sgso	4.57763671875e-05	1.0	4.57763671875e-05
bxt_sgso_us	0.02899169921875	4.57763671875e-05	1.0
