	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.528167724609375	0.00640869140625
bxt_sgso	0.528167724609375	1.0	0.009429931640625
bxt_sgso_us	0.00640869140625	0.009429931640625	1.0
