	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso	brf_sgso_us	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso	bxt_sgso_us
brf_gmo	1.0	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
brf_gmosa	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05	0.00017502728630514706	0.0011063696632922536	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	0.000238037109375	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
brf_gso	3.552792677238806e-05	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
brf_lmo	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	1.0	0.013799718908361487	0.011738816352739725	3.552792677238806e-05	0.006810506184895833	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
brf_lso	3.552792677238806e-05	0.00017502728630514706	3.552792677238806e-05	0.013799718908361487	1.0	0.604336032619724	3.552792677238806e-05	0.47594893606085525	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
brf_sgso	3.552792677238806e-05	0.0011063696632922536	3.552792677238806e-05	0.011738816352739725	0.604336032619724	1.0	3.552792677238806e-05	0.860260009765625	3.552792677238806e-05	0.000238037109375	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
brf_sgso_us	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
bxt_gmosa	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	0.006810506184895833	0.47594893606085525	0.860260009765625	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
bxt_gso	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05	0.28542236328125	3.552792677238806e-05
bxt_lmo	3.552792677238806e-05	0.000238037109375	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	0.000238037109375	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05
bxt_lso	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	1.0	3.552792677238806e-05	3.552792677238806e-05
bxt_sgso	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	0.28542236328125	3.552792677238806e-05	3.552792677238806e-05	1.0	3.552792677238806e-05
bxt_sgso_us	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	3.552792677238806e-05	1.0
