	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso	brf_sgso_us	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso	bxt_sgso_us
brf_gmo	1.0	3.719329833984375e-05	0.0971826171875	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05
brf_gmosa	3.719329833984375e-05	1.0	3.719329833984375e-05	3.719329833984375e-05	0.0014622279575892856	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05
brf_gso	0.0971826171875	3.719329833984375e-05	1.0	3.719329833984375e-05	3.719329833984375e-05	7.32421875e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05
brf_lmo	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	1.0	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.00024869548740671644	3.719329833984375e-05	3.719329833984375e-05	0.0006651036879595588	3.719329833984375e-05
brf_lso	3.719329833984375e-05	0.0014622279575892856	3.719329833984375e-05	3.719329833984375e-05	1.0	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05
brf_sgso	3.719329833984375e-05	3.719329833984375e-05	7.32421875e-05	3.719329833984375e-05	3.719329833984375e-05	1.0	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05
brf_sgso_us	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	1.0	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.820892333984375
bxt_gmosa	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	1.0	0.0008624532948369565	0.792107123833198	0.00010819868607954545	0.008381588358274648	3.719329833984375e-05
bxt_gso	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.00024869548740671644	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.0008624532948369565	1.0	0.053397513724662164	3.719329833984375e-05	0.5420668752569902	3.719329833984375e-05
bxt_lmo	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.792107123833198	0.053397513724662164	1.0	0.016794840494791664	0.019499478274828768	3.719329833984375e-05
bxt_lso	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.00010819868607954545	3.719329833984375e-05	0.016794840494791664	1.0	3.719329833984375e-05	3.719329833984375e-05
bxt_sgso	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.0006651036879595588	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.008381588358274648	0.5420668752569902	0.019499478274828768	3.719329833984375e-05	1.0	3.719329833984375e-05
bxt_sgso_us	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	0.820892333984375	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	3.719329833984375e-05	1.0
