	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso	brf_sgso_us	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso	bxt_sgso_us
brf_gmo	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
brf_gmosa	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
brf_gso	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
brf_lmo	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	0.4697677810470779	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
brf_lso	3.173828125e-05	3.173828125e-05	3.173828125e-05	0.4697677810470779	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
brf_sgso	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
brf_sgso_us	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	0.528167724609375
bxt_gmosa	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05
bxt_gso	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	0.2588653564453125	3.173828125e-05
bxt_lmo	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05	3.173828125e-05
bxt_lso	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05	3.173828125e-05
bxt_sgso	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	0.2588653564453125	3.173828125e-05	3.173828125e-05	1.0	3.173828125e-05
bxt_sgso_us	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	0.528167724609375	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	3.173828125e-05	1.0
