	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05
bxt_gmosa	3.5212590144230766e-05	1.0	0.0010790143694196428	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05
bxt_gso	3.5212590144230766e-05	0.0010790143694196428	1.0	3.5212590144230766e-05	0.010986328125	3.5212590144230766e-05
bxt_lmo	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	1.0	3.5212590144230766e-05	3.5212590144230766e-05
bxt_lso	3.5212590144230766e-05	3.5212590144230766e-05	0.010986328125	3.5212590144230766e-05	1.0	3.5212590144230766e-05
bxt_sgso_us	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	1.0
