	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	0.001007080078125	3.814697265625e-05	3.814697265625e-05	7.042518028846153e-05	3.814697265625e-05
brf_gmosa	0.001007080078125	1.0	3.814697265625e-05	3.814697265625e-05	9.809221540178572e-05	3.814697265625e-05
brf_gso	3.814697265625e-05	3.814697265625e-05	1.0	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05
brf_lmo	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0	3.814697265625e-05	3.814697265625e-05
brf_lso	7.042518028846153e-05	9.809221540178572e-05	3.814697265625e-05	3.814697265625e-05	1.0	3.814697265625e-05
brf_sgso_us	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0
