	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05
brf_gmosa	4.57763671875e-05	1.0	0.031062534877232144	0.116668701171875	4.57763671875e-05	4.57763671875e-05
brf_gso	4.57763671875e-05	0.031062534877232144	1.0	0.005950927734375	0.00026702880859375	4.57763671875e-05
brf_lmo	4.57763671875e-05	0.116668701171875	0.005950927734375	1.0	4.57763671875e-05	0.0002080743963068182
brf_lso	4.57763671875e-05	4.57763671875e-05	0.00026702880859375	4.57763671875e-05	1.0	4.57763671875e-05
brf_sgso_us	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.0002080743963068182	4.57763671875e-05	1.0
