	brf_gmo	brf_gmo__nrlmf	brf_gso__nrlmf	brf_lmo	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa__nrlmf	bxt_gso__nrlmf
brf_gmo	1.0	0.000341796875	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05
brf_gmo__nrlmf	0.000341796875	1.0	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05
brf_gso__nrlmf	3.884055397727273e-05	3.884055397727273e-05	1.0	0.03863525390625	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05
brf_lmo	3.884055397727273e-05	3.884055397727273e-05	0.03863525390625	1.0	3.884055397727273e-05	7.120768229166667e-05	3.884055397727273e-05	3.884055397727273e-05
bxt_gmo	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	1.0	0.0008216271033653846	3.884055397727273e-05	0.030065465856481483
bxt_gmo__nrlmf	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	7.120768229166667e-05	0.0008216271033653846	1.0	3.884055397727273e-05	7.120768229166667e-05
bxt_gmosa__nrlmf	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	1.0	3.884055397727273e-05
bxt_gso__nrlmf	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	3.884055397727273e-05	0.030065465856481483	7.120768229166667e-05	3.884055397727273e-05	1.0
