	brf_gmo	brf_gmo__nrlmf	brf_gmosa	brf_gmosa__nrlmf	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf
brf_gmo	1.0	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	0.14385986328125
brf_gmo__nrlmf	3.5603841145833336e-05	1.0	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05
brf_gmosa	3.5603841145833336e-05	3.5603841145833336e-05	1.0	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05
brf_gmosa__nrlmf	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	1.0	6.835937499999999e-05	3.5603841145833336e-05	0.01409912109375	3.5603841145833336e-05
brf_gso	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	6.835937499999999e-05	1.0	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05
brf_gso__nrlmf	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	1.0	3.5603841145833336e-05	0.018925419560185185
brf_lmo	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	0.01409912109375	3.5603841145833336e-05	3.5603841145833336e-05	1.0	3.5603841145833336e-05
brf_lmo__nrlmf	0.14385986328125	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	3.5603841145833336e-05	0.018925419560185185	3.5603841145833336e-05	1.0
