	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	0.005157470703125	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05
brf_gso	0.005157470703125	1.0	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05
brf_gso__nrlmf	3.5212590144230766e-05	3.5212590144230766e-05	1.0	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05
brf_lmo	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	1.0	3.5212590144230766e-05	0.0010790143694196428
brf_lmo__nrlmf	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	1.0	3.5212590144230766e-05
brf_lso	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	0.0010790143694196428	3.5212590144230766e-05	1.0
