	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05
brf_gmosa	3.5212590144230766e-05	1.0	3.5212590144230766e-05	3.5212590144230766e-05	0.002288818359375	3.5212590144230766e-05
brf_gso	3.5212590144230766e-05	3.5212590144230766e-05	1.0	0.01824951171875	3.5212590144230766e-05	3.5212590144230766e-05
brf_lmo	3.5212590144230766e-05	3.5212590144230766e-05	0.01824951171875	1.0	3.5212590144230766e-05	3.5212590144230766e-05
brf_lso	3.5212590144230766e-05	0.002288818359375	3.5212590144230766e-05	3.5212590144230766e-05	1.0	3.5212590144230766e-05
brf_sgso_us	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	3.5212590144230766e-05	1.0
