	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.40374755859375	0.037445068359375
bxt_sgso	0.40374755859375	1.0	0.015472412109375
bxt_sgso_us	0.037445068359375	0.015472412109375	1.0
