	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.00018310546875	0.899932861328125
bxt_sgso	0.00018310546875	1.0	0.5225830078125
bxt_sgso_us	0.899932861328125	0.5225830078125	1.0
