	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.002288818359375	0.781951904296875
bxt_sgso	0.002288818359375	1.0	0.110870361328125
bxt_sgso_us	0.781951904296875	0.110870361328125	1.0
