	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.11590576171875	0.140167236328125
bxt_sgso	0.11590576171875	1.0	0.705718994140625
bxt_sgso_us	0.140167236328125	0.705718994140625	1.0
