	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.100616455078125	0.899932861328125
bxt_sgso	0.100616455078125	1.0	0.8948822021484375
bxt_sgso_us	0.899932861328125	0.8948822021484375	1.0
