	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	7.087953629032257e-05	3.78838900862069e-05	3.78838900862069e-05
bxt_gmosa	3.78838900862069e-05	1.0	7.087953629032257e-05	3.78838900862069e-05	3.78838900862069e-05	0.000102996826171875	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05
bxt_gso	3.78838900862069e-05	7.087953629032257e-05	1.0	0.083251953125	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05
bxt_gso_1k	3.78838900862069e-05	3.78838900862069e-05	0.083251953125	1.0	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05
bxt_gso__nrlmf	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	1.0	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	0.013466099330357143
bxt_lmo	3.78838900862069e-05	0.000102996826171875	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	1.0	3.78838900862069e-05	0.003554400275735294	3.78838900862069e-05
bxt_lmo__nrlmf	7.087953629032257e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	1.0	3.78838900862069e-05	0.0008322975852272727
bxt_lso	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	0.003554400275735294	3.78838900862069e-05	1.0	3.78838900862069e-05
bxt_lso__nrlmf	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	3.78838900862069e-05	0.013466099330357143	3.78838900862069e-05	0.0008322975852272727	3.78838900862069e-05	1.0
