	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.003021240234375	3.923688616071428e-05	0.00248078377016129	3.923688616071428e-05	0.00120849609375
bxt_gmosa	3.923688616071428e-05	1.0	3.923688616071428e-05	0.004560990767045455	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso	3.923688616071428e-05	3.923688616071428e-05	1.0	7.57677801724138e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso_1k	3.923688616071428e-05	0.004560990767045455	7.57677801724138e-05	1.0	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_gso__nrlmf	0.003021240234375	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05	0.231201171875	3.923688616071428e-05	0.026431812959558824
bxt_lmo	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05
bxt_lmo__nrlmf	0.00248078377016129	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.231201171875	3.923688616071428e-05	1.0	3.923688616071428e-05	0.0344970703125
bxt_lso	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	1.0	3.923688616071428e-05
bxt_lso__nrlmf	0.00120849609375	3.923688616071428e-05	3.923688616071428e-05	3.923688616071428e-05	0.026431812959558824	3.923688616071428e-05	0.0344970703125	3.923688616071428e-05	1.0
