	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	5.4931640624999995e-05	5.4931640624999995e-05	5.4931640624999995e-05	0.039073114809782615	5.4931640624999995e-05	0.039073114809782615	5.4931640624999995e-05	0.007167271205357142
bxt_gmosa	5.4931640624999995e-05	1.0	1.0	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05
bxt_gso	5.4931640624999995e-05	1.0	1.0	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05
bxt_gso_1k	5.4931640624999995e-05	1.0	1.0	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05
bxt_gso__nrlmf	0.039073114809782615	5.4931640624999995e-05	5.4931640624999995e-05	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	0.42890625
bxt_lmo	5.4931640624999995e-05	1.0	1.0	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05
bxt_lmo__nrlmf	0.039073114809782615	5.4931640624999995e-05	5.4931640624999995e-05	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	0.42890625
bxt_lso	5.4931640624999995e-05	1.0	1.0	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05	1.0	5.4931640624999995e-05
bxt_lso__nrlmf	0.007167271205357142	5.4931640624999995e-05	5.4931640624999995e-05	5.4931640624999995e-05	0.42890625	5.4931640624999995e-05	0.42890625	5.4931640624999995e-05	1.0
