	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	0.49542236328125	0.12500217982700892	4.57763671875e-05	8.322975852272728e-05	4.57763671875e-05
brf_gmosa	0.49542236328125	1.0	0.017887995793269232	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05
brf_gso	0.12500217982700892	0.017887995793269232	1.0	4.57763671875e-05	0.00164031982421875	4.57763671875e-05
brf_lmo	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	4.57763671875e-05
brf_lso	8.322975852272728e-05	4.57763671875e-05	0.00164031982421875	4.57763671875e-05	1.0	4.57763671875e-05
brf_sgso_us	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0
