	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.13809991651965725	0.705718994140625	0.003886975740131579	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.0012308756510416665	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05
ad_fixed	0.13809991651965725	1.0	0.008681724811422414	0.3649786086309524	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.012289790783898306	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05
ad_random	0.705718994140625	0.008681724811422414	1.0	0.0025634765625	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.00011848000919117647	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05
ad_size	0.003886975740131579	0.3649786086309524	0.0025634765625	1.0	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.0031651088169642855	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05
md_density	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	1.0	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.0002660211527122642	4.0283203125e-05	0.00019366924579326925	4.0283203125e-05
md_fixed	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	1.0	4.0283203125e-05	0.6418973482572116	4.0283203125e-05	0.4163646697998047	4.0283203125e-05	4.0283203125e-05
md_random	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	1.0	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.1131561779585041
md_size	0.0012308756510416665	0.012289790783898306	0.00011848000919117647	0.0031651088169642855	4.0283203125e-05	0.6418973482572116	4.0283203125e-05	1.0	4.0283203125e-05	0.031890869140625	4.0283203125e-05	4.0283203125e-05
mse_density	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.0002660211527122642	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	1.0	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05
mse_fixed	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.4163646697998047	4.0283203125e-05	0.031890869140625	4.0283203125e-05	1.0	4.0283203125e-05	4.0283203125e-05
mse_random	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.00019366924579326925	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	1.0	4.0283203125e-05
mse_size	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	0.1131561779585041	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	4.0283203125e-05	1.0
