	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.1045314982786017	0.6057664137620192	0.007828622494103774	4.57763671875e-05	0.009324815538194444	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.001384735107421875	4.57763671875e-05	4.57763671875e-05
ad_fixed	0.1045314982786017	1.0	0.39333670479910715	0.820892333984375	4.57763671875e-05	0.11504211425781251	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.0439642544450431	4.57763671875e-05	4.57763671875e-05
ad_random	0.6057664137620192	0.39333670479910715	1.0	0.12623170946465165	4.57763671875e-05	0.002764533547794118	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.002215576171875	4.57763671875e-05	4.57763671875e-05
ad_size	0.007828622494103774	0.820892333984375	0.12623170946465165	1.0	4.57763671875e-05	0.4782371520996094	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.038834421258223686	4.57763671875e-05	4.57763671875e-05
md_density	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.0010713617852393617	4.57763671875e-05	0.01102294921875	4.57763671875e-05
md_fixed	0.009324815538194444	0.11504211425781251	0.002764533547794118	0.4782371520996094	4.57763671875e-05	1.0	4.57763671875e-05	0.0010713617852393617	4.57763671875e-05	0.2685005434097782	4.57763671875e-05	4.57763671875e-05
md_random	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.015429905482700892
md_size	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.0010713617852393617	4.57763671875e-05	1.0	4.57763671875e-05	0.001767528300382653	4.57763671875e-05	0.004260723407451923
mse_density	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.0010713617852393617	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0	4.57763671875e-05	0.00044759114583333337	4.57763671875e-05
mse_fixed	0.001384735107421875	0.0439642544450431	0.002215576171875	0.038834421258223686	4.57763671875e-05	0.2685005434097782	4.57763671875e-05	0.001767528300382653	4.57763671875e-05	1.0	4.57763671875e-05	4.57763671875e-05
mse_random	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.01102294921875	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.00044759114583333337	4.57763671875e-05	1.0	4.57763671875e-05
mse_size	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	0.015429905482700892	0.004260723407451923	4.57763671875e-05	4.57763671875e-05	4.57763671875e-05	1.0
