	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.375457763671875	0.375457763671875
bxt_sgso	0.375457763671875	1.0	0.375457763671875
bxt_sgso_us	0.375457763671875	0.375457763671875	1.0
