	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso_us
bxt_gmo	1.0	0.001087188720703125	0.0005340576171875	0.743560791015625	0.0035603841145833335	9.1552734375e-05
bxt_gmosa	0.001087188720703125	1.0	0.198822021484375	0.007032914595170455	0.5308096749441964	9.1552734375e-05
bxt_gso	0.0005340576171875	0.198822021484375	1.0	0.007032914595170455	0.40198692908653844	9.1552734375e-05
bxt_lmo	0.743560791015625	0.007032914595170455	0.007032914595170455	1.0	0.00091552734375	9.1552734375e-05
bxt_lso	0.0035603841145833335	0.5308096749441964	0.40198692908653844	0.00091552734375	1.0	9.1552734375e-05
bxt_sgso_us	9.1552734375e-05	9.1552734375e-05	9.1552734375e-05	9.1552734375e-05	9.1552734375e-05	1.0
