	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.009025245055933927	0.0029296875
bxt_sgso	0.009025245055933927	1.0	0.0029296875
bxt_sgso_us	0.0029296875	0.0029296875	1.0
