	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.5963704724581602	0.0029296875
bxt_sgso	0.5963704724581602	1.0	0.0029296875
bxt_sgso_us	0.0029296875	0.0029296875	1.0
