	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.03834744383580097	0.0029296875
bxt_sgso	0.03834744383580097	1.0	0.0029296875
bxt_sgso_us	0.0029296875	0.0029296875	1.0
