	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.9591410100221092	0.0029296875
bxt_sgso	0.9591410100221092	1.0	0.0029296875
bxt_sgso_us	0.0029296875	0.0029296875	1.0
