	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.0062019591297587245	0.0029296875
bxt_sgso	0.0062019591297587245	1.0	0.0029296875
bxt_sgso_us	0.0029296875	0.0029296875	1.0
