	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.8376297788343126	0.0146484375
bxt_sgso	0.8376297788343126	1.0	0.0146484375
bxt_sgso_us	0.0146484375	0.0146484375	1.0
