	ad_density__90	ad_fixed__90	ad_random__90	ad_size__90	md_density__90	md_fixed__90	md_random__90	md_size__90	mse_density__90	mse_fixed__90	mse_random__90	mse_size__90
ad_density__90	1.0	0.820892333984375	3.662109375e-05	3.662109375e-05	0.0915771484375	3.662109375e-05	0.037518000198622885	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
ad_fixed__90	0.820892333984375	1.0	3.662109375e-05	0.0001060084292763158	0.10110423603995902	3.662109375e-05	0.1866671654485887	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
ad_random__90	3.662109375e-05	3.662109375e-05	1.0	0.22149367559523808	3.662109375e-05	3.662109375e-05	0.5705341045673077	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
ad_size__90	3.662109375e-05	0.0001060084292763158	0.22149367559523808	1.0	3.662109375e-05	3.662109375e-05	0.5109043121337891	7.193429129464286e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
md_density__90	0.0915771484375	0.10110423603995902	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
md_fixed__90	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05	3.662109375e-05	3.662109375e-05	0.0004861765894396552	3.662109375e-05	3.662109375e-05
md_random__90	0.037518000198622885	0.1866671654485887	0.5705341045673077	0.5109043121337891	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
md_size__90	3.662109375e-05	3.662109375e-05	3.662109375e-05	7.193429129464286e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05
mse_density__90	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05	3.662109375e-05	3.662109375e-05
mse_fixed__90	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	0.0004861765894396552	3.662109375e-05	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05	3.662109375e-05
mse_random__90	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	1.0	3.662109375e-05
mse_size__90	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	3.662109375e-05	1.0
