	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.0506591796875	0.003204345703125
bxt_sgso	0.0506591796875	1.0	0.00018310546875
bxt_sgso_us	0.003204345703125	0.00018310546875	1.0
