	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.01133224728875296	0.3783416748046875
bxt_sgso	0.01133224728875296	1.0	0.93988037109375
bxt_sgso_us	0.3783416748046875	0.93988037109375	1.0
