	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.831779867915784	0.16434587751116073	0.831779867915784	0.0072174072265625	0.013796997070312499	0.443450927734375	0.8738531297253024	0.012308756510416668	0.001007080078125	0.0038269042968749997	0.0749978458180147
ad_fixed	0.831779867915784	1.0	0.14088792067307693	0.979949951171875	0.03528252963362069	0.051486968994140625	0.6577182985701652	0.831779867915784	0.02425048828125	0.00120849609375	0.030859810965401784	0.1028854782516892
ad_random	0.16434587751116073	0.14088792067307693	1.0	0.25718587239583335	0.0072174072265625	0.030859810965401784	0.8460463226818647	0.831779867915784	0.00881195068359375	0.002877371651785714	0.002877371651785714	0.08355887276785715
ad_size	0.831779867915784	0.979949951171875	0.25718587239583335	1.0	0.007912772042410714	0.051486968994140625	0.6411348230698529	0.831779867915784	0.021893045176630432	0.00120849609375	0.007912772042410714	0.14088792067307693
md_density	0.0072174072265625	0.03528252963362069	0.0072174072265625	0.007912772042410714	1.0	0.02788837139423077	0.0031331380208333335	0.001007080078125	0.22080816224563954	0.6246362802933674	0.06707763671875	0.019757952008928572
md_fixed	0.013796997070312499	0.051486968994140625	0.030859810965401784	0.051486968994140625	0.02788837139423077	1.0	0.25718587239583335	0.021893045176630432	0.047064208984375	0.38539026138630317	0.15042337557164634	0.8460463226818647
md_random	0.443450927734375	0.6577182985701652	0.8460463226818647	0.6411348230698529	0.0031331380208333335	0.25718587239583335	1.0	0.6577182985701652	0.02425048828125	0.3317234205163043	0.1028854782516892	0.00881195068359375
md_size	0.8738531297253024	0.831779867915784	0.831779867915784	0.831779867915784	0.001007080078125	0.021893045176630432	0.6577182985701652	1.0	0.0031331380208333335	0.013796997070312499	0.00120849609375	0.012308756510416668
mse_density	0.012308756510416668	0.02425048828125	0.00881195068359375	0.021893045176630432	0.22080816224563954	0.047064208984375	0.02425048828125	0.0031331380208333335	1.0	0.8871431350708008	0.8871431350708008	0.15042337557164634
mse_fixed	0.001007080078125	0.00120849609375	0.002877371651785714	0.00120849609375	0.6246362802933674	0.38539026138630317	0.3317234205163043	0.013796997070312499	0.8871431350708008	1.0	0.6411348230698529	0.9137779822716346
mse_random	0.0038269042968749997	0.030859810965401784	0.002877371651785714	0.007912772042410714	0.06707763671875	0.15042337557164634	0.1028854782516892	0.00120849609375	0.8871431350708008	0.6411348230698529	1.0	0.8171149359809027
mse_size	0.0749978458180147	0.1028854782516892	0.08355887276785715	0.14088792067307693	0.019757952008928572	0.8460463226818647	0.00881195068359375	0.012308756510416668	0.15042337557164634	0.9137779822716346	0.8171149359809027	1.0
