	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.8871431350708008	0.24611737651209675	0.1045314982786017	4.378609035326087e-05	0.9137779822716346	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.00012331592793367346	4.378609035326087e-05	4.378609035326087e-05
ad_fixed	0.8871431350708008	1.0	0.2642386300223214	0.11504211425781251	4.378609035326087e-05	0.979949951171875	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.0003873384915865385	4.378609035326087e-05	4.378609035326087e-05
ad_random	0.24611737651209675	0.2642386300223214	1.0	0.034168788364955356	4.378609035326087e-05	0.08558413856907894	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.006303575303819444	4.378609035326087e-05	4.378609035326087e-05
ad_size	0.1045314982786017	0.11504211425781251	0.034168788364955356	1.0	4.378609035326087e-05	0.12623170946465165	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05
md_density	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	8.570894281914894e-05	4.378609035326087e-05	0.0091552734375	0.09473498114224138
md_fixed	0.9137779822716346	0.979949951171875	0.08558413856907894	0.12623170946465165	4.378609035326087e-05	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.0005320423054245284	4.378609035326087e-05	4.378609035326087e-05
md_random	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.00027645335477941176
md_size	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	4.378609035326087e-05	0.000201416015625	4.378609035326087e-05	4.378609035326087e-05
mse_density	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	8.570894281914894e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05
mse_fixed	0.00012331592793367346	0.0003873384915865385	0.006303575303819444	4.378609035326087e-05	4.378609035326087e-05	0.0005320423054245284	4.378609035326087e-05	0.000201416015625	4.378609035326087e-05	1.0	4.378609035326087e-05	4.378609035326087e-05
mse_random	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.0091552734375	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	0.00012331592793367346
mse_size	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.09473498114224138	4.378609035326087e-05	0.00027645335477941176	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.00012331592793367346	1.0
