	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.000457763671875	0.899932861328125
bxt_sgso	0.000457763671875	1.0	0.69561767578125
bxt_sgso_us	0.899932861328125	0.69561767578125	1.0
