	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.012542724609375	0.820892333984375
bxt_sgso	0.012542724609375	1.0	0.5631866455078125
bxt_sgso_us	0.820892333984375	0.5631866455078125	1.0
