	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.021392822265625	0.0019683837890625
bxt_sgso	0.021392822265625	1.0	0.000457763671875
bxt_sgso_us	0.0019683837890625	0.000457763671875	1.0
