	bxt_gso	bxt_sgso	bxt_sgso_us
bxt_gso	1.0	0.027374267578125	0.005035400390625
bxt_sgso	0.027374267578125	1.0	0.02899169921875
bxt_sgso_us	0.005035400390625	0.02899169921875	1.0
