	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05
brf_gmosa	3.814697265625e-05	1.0	0.001312255859375	3.814697265625e-05	3.814697265625e-05	0.00017606295072115384
brf_gso	3.814697265625e-05	0.001312255859375	1.0	3.814697265625e-05	3.814697265625e-05	0.001312255859375
brf_lmo	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0	3.814697265625e-05	3.814697265625e-05
brf_lso	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	3.814697265625e-05	1.0	3.814697265625e-05
brf_sgso_us	3.814697265625e-05	0.00017606295072115384	0.001312255859375	3.814697265625e-05	3.814697265625e-05	1.0
