	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso_us
brf_gmo	1.0	0.001373291015625	0.0040283203125	0.46413966587611605	0.007032914595170455	0.00400543212890625
brf_gmosa	0.001373291015625	1.0	0.002288818359375	0.0016021728515625	0.0025177001953125	0.00213623046875
brf_gso	0.0040283203125	0.002288818359375	1.0	0.02105712890625	0.632171630859375	0.00400543212890625
brf_lmo	0.46413966587611605	0.0016021728515625	0.02105712890625	1.0	0.0095367431640625	0.0040283203125
brf_lso	0.007032914595170455	0.0025177001953125	0.632171630859375	0.0095367431640625	1.0	0.002288818359375
brf_sgso_us	0.00400543212890625	0.00213623046875	0.00400543212890625	0.0040283203125	0.002288818359375	1.0
