	brf_gmo	brf_gmosa	brf_gso	brf_lmo	brf_lso	brf_sgso	brf_sgso_us	bxt_gmo	bxt_gmosa	bxt_gso	bxt_lmo	bxt_lso	bxt_sgso	bxt_sgso_us
brf_gmo	1.0	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335
brf_gmosa	0.0022786458333333335	1.0	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.17427558344097577	0.0022786458333333335	0.0022786458333333335	0.16751975574712644	0.0022786458333333335
brf_gso	0.0022786458333333335	0.0022786458333333335	1.0	0.021158854166666664	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.010706890060240963	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335
brf_lmo	0.0022786458333333335	0.0022786458333333335	0.021158854166666664	1.0	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335
brf_lso	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	1.0	0.03878920359501768	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0043885030864197535	0.0022786458333333335	0.0022786458333333335	0.0043885030864197535	0.0022786458333333335
brf_sgso	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.03878920359501768	1.0	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335
brf_sgso_us	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	1.0	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335
bxt_gmo	0.0022786458333333335	0.0022786458333333335	0.010706890060240963	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	1.0	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335
bxt_gmosa	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	1.0	0.0022786458333333335	0.0043885030864197535	0.6536451160271048	0.0022786458333333335	0.0022786458333333335
bxt_gso	0.0022786458333333335	0.17427558344097577	0.0022786458333333335	0.0022786458333333335	0.0043885030864197535	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	1.0	0.36669847766261976	0.0022786458333333335	0.026591807707580906	0.0022786458333333335
bxt_lmo	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0043885030864197535	0.36669847766261976	1.0	0.006502477134146341	0.76953125	0.0022786458333333335
bxt_lso	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.6536451160271048	0.0022786458333333335	0.006502477134146341	1.0	0.0022786458333333335	0.0022786458333333335
bxt_sgso	0.0022786458333333335	0.16751975574712644	0.0022786458333333335	0.0022786458333333335	0.0043885030864197535	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.026591807707580906	0.76953125	0.0022786458333333335	1.0	0.0022786458333333335
bxt_sgso_us	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	0.0022786458333333335	1.0
