	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.42719419003663334	0.7912176724137931	0.43828125	0.064453125	0.06015625	0.330322265625	0.7912176724137931	0.8587139423076923	0.75	0.6629464285714286	0.23203125
ad_fixed	0.42719419003663334	1.0	0.5755813953488372	0.0751953125	0.04296875	0.5187690548780488	0.064453125	0.23203125	0.4814661041574281	0.330322265625	0.8587139423076923	0.05859375
ad_random	0.7912176724137931	0.5755813953488372	1.0	0.4814661041574281	0.06015625	0.06015625	0.20529513888888887	0.7912176724137931	0.9593536340401635	0.8587139423076923	0.8464843750000001	0.064453125
ad_size	0.43828125	0.0751953125	0.4814661041574281	1.0	0.0751953125	0.0322265625	0.6193104619565217	0.44205584184193353	0.8587139423076923	0.4814661041574281	0.6629464285714286	0.6193104619565217
md_density	0.064453125	0.04296875	0.06015625	0.0751953125	1.0	0.04560883673157767	0.04296875	0.1890184951364908	0.0751953125	0.04296875	0.0322265625	0.06015625
md_fixed	0.06015625	0.5187690548780488	0.06015625	0.0322265625	0.04560883673157767	1.0	0.0322265625	0.04296875	0.23203125	0.0685905805390254	0.8464843750000001	0.04296875
md_random	0.330322265625	0.064453125	0.20529513888888887	0.6193104619565217	0.04296875	0.0322265625	1.0	0.5755813953488372	0.7161151054996355	0.064453125	0.12890625	0.7161151054996355
md_size	0.7912176724137931	0.23203125	0.7912176724137931	0.44205584184193353	0.1890184951364908	0.04296875	0.5755813953488372	1.0	0.8587139423076923	0.6243132929398979	0.7161151054996355	0.3376139071130162
mse_density	0.8587139423076923	0.4814661041574281	0.9593536340401635	0.8587139423076923	0.0751953125	0.23203125	0.7161151054996355	0.8587139423076923	1.0	0.7161151054996355	0.064453125	0.6193104619565217
mse_fixed	0.75	0.330322265625	0.8587139423076923	0.4814661041574281	0.04296875	0.0685905805390254	0.064453125	0.6243132929398979	0.7161151054996355	1.0	0.75	0.0322265625
mse_random	0.6629464285714286	0.8587139423076923	0.8464843750000001	0.6629464285714286	0.0322265625	0.8464843750000001	0.12890625	0.7161151054996355	0.064453125	0.75	1.0	0.5187690548780488
mse_size	0.23203125	0.05859375	0.064453125	0.6193104619565217	0.06015625	0.04296875	0.7161151054996355	0.3376139071130162	0.6193104619565217	0.0322265625	0.5187690548780488	1.0
