	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.5239415322580645	0.21891259575839128	0.01919880319148936	0.0033052884615384615	0.9741129207177045	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.005859375	0.0033052884615384615	0.0033052884615384615
ad_fixed	0.5239415322580645	1.0	0.026307397959183673	0.0033052884615384615	0.0033052884615384615	0.5831473214285714	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.005859375	0.0033052884615384615	0.0033052884615384615
ad_random	0.21891259575839128	0.026307397959183673	1.0	0.10078124999999999	0.0033052884615384615	0.21891259575839128	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.12430245535714285	0.0033052884615384615	0.0033052884615384615
ad_size	0.01919880319148936	0.0033052884615384615	0.10078124999999999	1.0	0.0033052884615384615	0.005859375	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	1.0	0.0033052884615384615	0.0033052884615384615
md_density	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	1.0	0.0033052884615384615	0.005859375	0.026307397959183673	0.2163003177966102	0.0033052884615384615	0.014011548913043478	0.028808043826390673
md_fixed	0.9741129207177045	0.5831473214285714	0.21891259575839128	0.005859375	0.0033052884615384615	1.0	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.014011548913043478	0.0033052884615384615	0.0033052884615384615
md_random	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.005859375	0.0033052884615384615	1.0	0.06026416179476696	0.06197415865384616	0.0033052884615384615	0.10078124999999999	0.1822467672413793
md_size	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.026307397959183673	0.0033052884615384615	0.06026416179476696	1.0	0.0033052884615384615	0.0033052884615384615	0.10078124999999999	0.1822467672413793
mse_density	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.2163003177966102	0.0033052884615384615	0.06197415865384616	0.0033052884615384615	1.0	0.0033052884615384615	0.0033052884615384615	0.005859375
mse_fixed	0.005859375	0.005859375	0.12430245535714285	1.0	0.0033052884615384615	0.014011548913043478	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	1.0	0.0033052884615384615	0.0033052884615384615
mse_random	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.014011548913043478	0.0033052884615384615	0.10078124999999999	0.10078124999999999	0.0033052884615384615	0.0033052884615384615	1.0	0.6662221411901369
mse_size	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.0033052884615384615	0.028808043826390673	0.0033052884615384615	0.1822467672413793	0.1822467672413793	0.005859375	0.0033052884615384615	0.6662221411901369	1.0
