	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.01031494140625	0.10277012416294642	0.6338012695312499	0.859982445126488	0.19027099609375	0.6506090666118421	0.9137779822716346	0.0001549353966346154	0.7233476482453893	0.0001549353966346154	0.00738525390625
ad_fixed	0.01031494140625	1.0	0.045766194661458336	0.003021240234375	0.11344874182412791	0.00025177001953125	0.1248779296875	0.0879869962993421	0.0001549353966346154	0.008623123168945312	0.0001549353966346154	0.0001549353966346154
ad_random	0.10277012416294642	0.045766194661458336	1.0	0.05982600031672298	0.7512492518271169	0.025413961971507353	0.6953887939453125	0.5027799786261793	0.0001549353966346154	0.10277012416294642	0.0001549353966346154	0.0005594889322916667
ad_size	0.6338012695312499	0.003021240234375	0.05982600031672298	1.0	0.45085592830882354	0.5294630262586805	0.040340750558035716	0.6506090666118421	0.0001549353966346154	0.8871431350708008	0.00025177001953125	0.005035400390625
md_density	0.859982445126488	0.11344874182412791	0.7512492518271169	0.45085592830882354	1.0	0.45085592830882354	0.6953887939453125	0.979949951171875	0.0018223353794642857	0.4344009088010204	0.003331111027644231	0.008623123168945312
md_fixed	0.19027099609375	0.00025177001953125	0.025413961971507353	0.5294630262586805	0.45085592830882354	1.0	0.10277012416294642	0.4344009088010204	0.0001549353966346154	0.6788761533539871	0.0001549353966346154	0.004102918836805555
md_random	0.6506090666118421	0.1248779296875	0.6953887939453125	0.040340750558035716	0.6953887939453125	0.10277012416294642	1.0	0.32466547539893614	0.0001549353966346154	0.32466547539893614	0.0014099121093749999	0.003331111027644231
md_size	0.9137779822716346	0.0879869962993421	0.5027799786261793	0.6506090666118421	0.979949951171875	0.4344009088010204	0.32466547539893614	1.0	0.0005594889322916667	0.4765425461989183	0.003331111027644231	0.00738525390625
mse_density	0.0001549353966346154	0.0001549353966346154	0.0001549353966346154	0.0001549353966346154	0.0018223353794642857	0.0001549353966346154	0.0001549353966346154	0.0005594889322916667	1.0	0.0001549353966346154	0.003331111027644231	0.0001549353966346154
mse_fixed	0.7233476482453893	0.008623123168945312	0.10277012416294642	0.8871431350708008	0.4344009088010204	0.6788761533539871	0.32466547539893614	0.4765425461989183	0.0001549353966346154	1.0	0.00025177001953125	0.0010600842927631579
mse_random	0.0001549353966346154	0.0001549353966346154	0.0001549353966346154	0.00025177001953125	0.003331111027644231	0.0001549353966346154	0.0014099121093749999	0.003331111027644231	0.003331111027644231	0.00025177001953125	1.0	0.09760929987980768
mse_size	0.00738525390625	0.0001549353966346154	0.0005594889322916667	0.005035400390625	0.008623123168945312	0.004102918836805555	0.003331111027644231	0.00738525390625	0.0001549353966346154	0.0010600842927631579	0.09760929987980768	1.0
