	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.30267333984375	0.8734947791466346	0.3964422817887931	0.000335693359375	0.2825792100694444	0.000335693359375	0.0016616821289062499	8.757218070652174e-05	0.0696563720703125	8.757218070652174e-05	8.757218070652174e-05
ad_fixed	0.30267333984375	1.0	0.3734323601973684	0.10773782169117647	0.0001678466796875	0.1791462448408019	0.000335693359375	0.005998694378396739	8.757218070652174e-05	0.07768903459821429	8.757218070652174e-05	8.757218070652174e-05
ad_random	0.8734947791466346	0.3734323601973684	1.0	0.5886462983630952	0.0005754743303571429	0.5017570120389344	0.0005754743303571429	0.015427609707446808	8.757218070652174e-05	0.41300354003906253	8.757218070652174e-05	8.757218070652174e-05
ad_size	0.3964422817887931	0.10773782169117647	0.5886462983630952	1.0	0.0007832845052083334	0.5886462983630952	0.00042724609375	0.004923502604166667	8.757218070652174e-05	0.35103934151785715	8.757218070652174e-05	8.757218070652174e-05
md_density	0.000335693359375	0.0001678466796875	0.0005754743303571429	0.0007832845052083334	1.0	0.00022379557291666666	0.93988037109375	0.10773782169117647	0.00042724609375	0.00042724609375	8.757218070652174e-05	0.0020621163504464285
md_fixed	0.2825792100694444	0.1791462448408019	0.5017570120389344	0.5886462983630952	0.00022379557291666666	1.0	8.757218070652174e-05	0.00022379557291666666	8.757218070652174e-05	0.8734947791466346	8.757218070652174e-05	8.757218070652174e-05
md_random	0.000335693359375	0.000335693359375	0.0005754743303571429	0.00042724609375	0.93988037109375	8.757218070652174e-05	1.0	0.1791462448408019	8.757218070652174e-05	0.0009812575120192308	8.757218070652174e-05	0.0009812575120192308
md_size	0.0016616821289062499	0.005998694378396739	0.015427609707446808	0.004923502604166667	0.10773782169117647	0.00022379557291666666	0.1791462448408019	1.0	0.00022379557291666666	0.002576251362645349	8.757218070652174e-05	0.0009812575120192308
mse_density	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	0.00042724609375	8.757218070652174e-05	8.757218070652174e-05	0.00022379557291666666	1.0	8.757218070652174e-05	0.41300354003906253	0.0020621163504464285
mse_fixed	0.0696563720703125	0.07768903459821429	0.41300354003906253	0.35103934151785715	0.00042724609375	0.8734947791466346	0.0009812575120192308	0.002576251362645349	8.757218070652174e-05	1.0	8.757218070652174e-05	8.757218070652174e-05
mse_random	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	0.41300354003906253	8.757218070652174e-05	1.0	0.004923502604166667
mse_size	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	8.757218070652174e-05	0.0020621163504464285	8.757218070652174e-05	0.0009812575120192308	0.0009812575120192308	0.0020621163504464285	8.757218070652174e-05	0.004923502604166667	1.0
