	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.8030595450565733	0.9012247721354166	0.7879322596958706	4.475911458333334e-05	0.9137779822716346	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.4858865176930147	4.475911458333334e-05	4.475911458333334e-05
ad_fixed	0.8030595450565733	1.0	0.8881785908683402	1.0	4.475911458333334e-05	0.8881785908683402	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.6169410561615566	4.475911458333334e-05	4.475911458333334e-05
ad_random	0.9012247721354166	0.8881785908683402	1.0	0.8030595450565733	4.475911458333334e-05	0.6742675781249999	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.831779867915784	8.392333984375e-05	8.392333984375e-05
ad_size	0.7879322596958706	1.0	0.8030595450565733	1.0	4.475911458333334e-05	0.9137779822716346	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.27908203125000003	4.475911458333334e-05	4.475911458333334e-05
md_density	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	1.0	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05
md_fixed	0.9137779822716346	0.8881785908683402	0.6742675781249999	0.9137779822716346	4.475911458333334e-05	1.0	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.9012247721354166	4.475911458333334e-05	4.475911458333334e-05
md_random	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	1.0	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05
md_size	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	1.0	0.6742675781249999	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05
mse_density	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.6742675781249999	1.0	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05
mse_fixed	0.4858865176930147	0.6169410561615566	0.831779867915784	0.27908203125000003	4.475911458333334e-05	0.9012247721354166	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	1.0	8.392333984375e-05	0.00012331592793367346
mse_random	4.475911458333334e-05	4.475911458333334e-05	8.392333984375e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	8.392333984375e-05	1.0	0.5124488243689904
mse_size	4.475911458333334e-05	4.475911458333334e-05	8.392333984375e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	4.475911458333334e-05	0.00012331592793367346	0.5124488243689904	1.0
