	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.8191877092633928	0.0034754136029411767	0.7915324549521169	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.03108647184551887	4.378609035326087e-05	4.378609035326087e-05
ad_fixed	0.8191877092633928	1.0	0.047220865885416664	0.7915324549521169	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.053173828124999996	4.378609035326087e-05	4.378609035326087e-05
ad_random	0.0034754136029411767	0.047220865885416664	1.0	0.05970546177455357	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.860260009765625	4.378609035326087e-05	4.378609035326087e-05
ad_size	0.7915324549521169	0.7915324549521169	0.05970546177455357	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.08558413856907894	4.378609035326087e-05	4.378609035326087e-05
md_density	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	0.860260009765625	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.000209808349609375	0.3331898834745763
md_fixed	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.860260009765625	1.0	8.570894281914894e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.002215576171875	0.3832275390625
md_random	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	8.570894281914894e-05	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.860260009765625	0.13276093581627155
md_size	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	0.001767528300382653	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05
mse_density	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.001767528300382653	1.0	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05
mse_fixed	0.03108647184551887	0.053173828124999996	0.860260009765625	0.08558413856907894	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	4.378609035326087e-05	4.378609035326087e-05
mse_random	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.000209808349609375	0.002215576171875	0.860260009765625	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	1.0	0.019676795372596156
mse_size	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.3331898834745763	0.3832275390625	0.13276093581627155	4.378609035326087e-05	4.378609035326087e-05	4.378609035326087e-05	0.019676795372596156	1.0
