	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.24918038504464285	0.6622750418526785	0.0920433188384434	4.684093386627907e-05	0.544964599609375	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	0.860260009765625	4.684093386627907e-05	8.570894281914894e-05
ad_fixed	0.24918038504464285	1.0	0.5187657243114406	0.009873334099264707	4.684093386627907e-05	0.14259507921006945	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	0.7667970657348633	4.684093386627907e-05	0.000125885009765625
ad_random	0.6622750418526785	0.5187657243114406	1.0	0.1726318359375	4.684093386627907e-05	0.5981405934979839	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	0.860260009765625	4.684093386627907e-05	0.000201416015625
ad_size	0.0920433188384434	0.009873334099264707	0.1726318359375	1.0	4.684093386627907e-05	0.4272450414197198	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	0.31777793482730265	4.684093386627907e-05	4.684093386627907e-05
md_density	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	1.0	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05
md_fixed	0.544964599609375	0.14259507921006945	0.5981405934979839	0.4272450414197198	4.684093386627907e-05	1.0	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	0.5981405934979839	8.570894281914894e-05	0.000201416015625
md_random	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	1.0	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05
md_size	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	1.0	8.570894281914894e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05
mse_density	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	8.570894281914894e-05	1.0	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05
mse_fixed	0.860260009765625	0.7667970657348633	0.860260009765625	0.31777793482730265	4.684093386627907e-05	0.5981405934979839	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	1.0	8.570894281914894e-05	4.684093386627907e-05
mse_random	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	8.570894281914894e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	8.570894281914894e-05	1.0	0.03679715670072115
mse_size	8.570894281914894e-05	0.000125885009765625	0.000201416015625	4.684093386627907e-05	4.684093386627907e-05	0.000201416015625	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	4.684093386627907e-05	0.03679715670072115	1.0
