	ad_density	ad_fixed	ad_random	ad_size	md_density	md_fixed	md_random	md_size	mse_density	mse_fixed	mse_random	mse_size
ad_density	1.0	0.02899169921875	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
ad_fixed	0.02899169921875	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
ad_random	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
ad_size	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
md_density	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
md_fixed	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
md_random	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
md_size	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
mse_density	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05
mse_fixed	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05	3.0987079326923075e-05
mse_random	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0	3.0987079326923075e-05
mse_size	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	3.0987079326923075e-05	1.0
