	ad_density__90	ad_fixed__90	ad_random__90	ad_size__90	md_density__90	md_fixed__90	md_random__90	md_size__90	mse_density__90	mse_fixed__90	mse_random__90	mse_size__90
ad_density__90	1.0	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
ad_fixed__90	3.5336143092105265e-05	1.0	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
ad_random__90	3.5336143092105265e-05	3.5336143092105265e-05	1.0	0.004757585196659483	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
ad_size__90	3.5336143092105265e-05	3.5336143092105265e-05	0.004757585196659483	1.0	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
md_density__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	1.0	3.5336143092105265e-05	0.7165762094350961	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
md_fixed__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	1.0	3.5336143092105265e-05	0.25015208760245905	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
md_random__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	0.7165762094350961	3.5336143092105265e-05	1.0	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
md_size__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	0.25015208760245905	3.5336143092105265e-05	1.0	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05
mse_density__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	1.0	1.0	0.11504211425781251	0.6152315139770508
mse_fixed__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	1.0	1.0	0.037518000198622885	0.4858282180059524
mse_random__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	0.11504211425781251	0.037518000198622885	1.0	0.3996808451990927
mse_size__90	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	3.5336143092105265e-05	0.6152315139770508	0.4858282180059524	0.3996808451990927	1.0
