	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.00076904296875	0.00018310546875	0.00018310546875	0.0503082275390625	0.0009987571022727273	0.0024169921875	0.00262451171875	0.260101318359375
bxt_gmosa	0.00076904296875	1.0	0.009283447265625	0.040849165482954544	0.00262451171875	0.14483011179956895	0.045378311820652176	0.001961844308035714	0.0006103515625
bxt_gso	0.00018310546875	0.009283447265625	1.0	0.0701434795673077	0.00031389508928571425	0.8443464006696428	0.190869140625	0.7078749712775736	0.00018310546875
bxt_gso_1k	0.00018310546875	0.040849165482954544	0.0701434795673077	1.0	0.00018310546875	0.93988037109375	0.09855143229166667	0.260101318359375	0.00018310546875
bxt_gso__nrlmf	0.0503082275390625	0.00262451171875	0.00031389508928571425	0.00018310546875	1.0	0.001739501953125	0.06380859375	0.004047594572368421	0.00018310546875
bxt_lmo	0.0009987571022727273	0.14483011179956895	0.8443464006696428	0.93988037109375	0.001739501953125	1.0	0.13446480887276785	0.013078962053571428	0.0006103515625
bxt_lmo__nrlmf	0.0024169921875	0.045378311820652176	0.190869140625	0.09855143229166667	0.06380859375	0.13446480887276785	1.0	0.5059037642045455	0.001961844308035714
bxt_lso	0.00262451171875	0.001961844308035714	0.7078749712775736	0.260101318359375	0.004047594572368421	0.013078962053571428	0.5059037642045455	1.0	0.00262451171875
bxt_lso__nrlmf	0.260101318359375	0.0006103515625	0.00018310546875	0.00018310546875	0.00018310546875	0.0006103515625	0.001961844308035714	0.00262451171875	1.0
