	bxt_gmo	bxt_gmosa	bxt_gso	bxt_gso_1k	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.993785511363636e-05	4.993785511363636e-05	4.993785511363636e-05	0.15065445438508063	4.993785511363636e-05	0.21691131591796875	4.993785511363636e-05	0.93988037109375
bxt_gmosa	4.993785511363636e-05	1.0	4.993785511363636e-05	4.993785511363636e-05	4.993785511363636e-05	0.93988037109375	4.993785511363636e-05	0.004316057477678571	4.993785511363636e-05
bxt_gso	4.993785511363636e-05	4.993785511363636e-05	1.0	0.35182883522727276	4.993785511363636e-05	9.553328804347826e-05	4.993785511363636e-05	0.12550048828125	4.993785511363636e-05
bxt_gso_1k	4.993785511363636e-05	4.993785511363636e-05	0.35182883522727276	1.0	4.993785511363636e-05	0.0001373291015625	4.993785511363636e-05	0.12550048828125	4.993785511363636e-05
bxt_gso__nrlmf	0.15065445438508063	4.993785511363636e-05	4.993785511363636e-05	4.993785511363636e-05	1.0	4.993785511363636e-05	0.93988037109375	4.993785511363636e-05	0.0002197265625
bxt_lmo	4.993785511363636e-05	0.93988037109375	9.553328804347826e-05	0.0001373291015625	4.993785511363636e-05	1.0	4.993785511363636e-05	0.004316057477678571	4.993785511363636e-05
bxt_lmo__nrlmf	0.21691131591796875	4.993785511363636e-05	4.993785511363636e-05	4.993785511363636e-05	0.93988037109375	4.993785511363636e-05	1.0	4.993785511363636e-05	0.002324030949519231
bxt_lso	4.993785511363636e-05	0.004316057477678571	0.12550048828125	0.12550048828125	4.993785511363636e-05	0.004316057477678571	4.993785511363636e-05	1.0	4.993785511363636e-05
bxt_lso__nrlmf	0.93988037109375	4.993785511363636e-05	4.993785511363636e-05	4.993785511363636e-05	0.0002197265625	4.993785511363636e-05	0.002324030949519231	4.993785511363636e-05	1.0
