	brf_gmosa	brf_gso	brf_gso__nrlmf	brf_lmo	brf_lmo__nrlmf	brf_lso
brf_gmosa	1.0	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05
brf_gso	3.0517578125e-05	1.0	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05
brf_gso__nrlmf	3.0517578125e-05	3.0517578125e-05	1.0	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05
brf_lmo	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1.0	3.0517578125e-05	3.0517578125e-05
brf_lmo__nrlmf	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1.0	3.0517578125e-05
brf_lso	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	3.0517578125e-05	1.0
