	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.08172842172475962	0.02208508943256579	0.07685979207356772	0.012308756510416668	0.08172842172475962	0.014371871948242188	0.979949951171875	0.390043712797619	0.24994768415178573	0.5179529604704484
bxt_gmo__nrlmf	0.08172842172475962	1.0	0.49346923828124994	0.4802366744640261	0.09607775457974138	0.20985771627987132	0.19444783528645834	0.49346923828124994	0.8761907506872106	0.8518694031913325	0.8518694031913325
bxt_gmosa	0.02208508943256579	0.49346923828124994	1.0	0.317901611328125	0.2606613571579392	0.8518694031913325	0.7762908935546875	0.0008392333984375	0.07685979207356772	0.007101205679086539	0.00209808349609375
bxt_gmosa__nrlmf	0.07685979207356772	0.4802366744640261	0.317901611328125	1.0	0.007101205679086539	0.09026421440972222	0.03875732421875	0.007101205679086539	0.7504116759008291	0.2790671900699013	0.09607775457974138
bxt_gso	0.012308756510416668	0.09607775457974138	0.2606613571579392	0.007101205679086539	1.0	0.18555179719002018	0.2606613571579392	0.0008392333984375	0.019209120008680556	0.0008392333984375	0.00209808349609375
bxt_gso_1k__nrlmf	0.08172842172475962	0.20985771627987132	0.8518694031913325	0.09026421440972222	0.18555179719002018	1.0	0.683590571085612	0.00209808349609375	0.13550821940104169	0.007101205679086539	0.00209808349609375
bxt_gso__nrlmf	0.014371871948242188	0.19444783528645834	0.7762908935546875	0.03875732421875	0.2606613571579392	0.683590571085612	1.0	0.0008392333984375	0.03600311279296875	0.012308756510416668	0.006154378255208333
bxt_lmo	0.979949951171875	0.49346923828124994	0.0008392333984375	0.007101205679086539	0.0008392333984375	0.00209808349609375	0.0008392333984375	1.0	0.016685934627757353	0.03875732421875	0.19444783528645834
bxt_lmo__nrlmf	0.390043712797619	0.8761907506872106	0.07685979207356772	0.7504116759008291	0.019209120008680556	0.13550821940104169	0.03600311279296875	0.016685934627757353	1.0	0.6180686139045878	0.29816456330128205
bxt_lso	0.24994768415178573	0.8518694031913325	0.007101205679086539	0.2790671900699013	0.0008392333984375	0.007101205679086539	0.012308756510416668	0.03875732421875	0.6180686139045878	1.0	0.36815736351943595
bxt_lso__nrlmf	0.5179529604704484	0.8518694031913325	0.00209808349609375	0.09607775457974138	0.00209808349609375	0.00209808349609375	0.006154378255208333	0.19444783528645834	0.29816456330128205	0.36815736351943595	1.0
