	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05
bxt_gmo__nrlmf	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05
bxt_gmosa	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_gmosa__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	0.008232480003720238	0.3281402587890625	4.303761017628205e-05	0.008232480003720238	4.303761017628205e-05	0.008232480003720238
bxt_gso	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_gso_1k__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.008232480003720238	4.303761017628205e-05	1.0	0.17582872178819442	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0
bxt_gso__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.3281402587890625	4.303761017628205e-05	0.17582872178819442	1.0	4.303761017628205e-05	0.17582872178819442	4.303761017628205e-05	0.17582872178819442
bxt_lmo	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_lmo__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.008232480003720238	4.303761017628205e-05	1.0	0.17582872178819442	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0
bxt_lso	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_lso__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.008232480003720238	4.303761017628205e-05	1.0	0.17582872178819442	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0
