	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.662407769097222e-05	4.662407769097222e-05	0.2667793860802284	8.392333984375e-05	0.860260009765625	0.5379486083984375	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05
bxt_gmo__nrlmf	4.662407769097222e-05	1.0	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05
bxt_gmosa	4.662407769097222e-05	4.662407769097222e-05	1.0	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	0.00039034111555232557	4.662407769097222e-05	0.0012308756510416665	4.662407769097222e-05
bxt_gmosa__nrlmf	0.2667793860802284	4.662407769097222e-05	4.662407769097222e-05	1.0	8.392333984375e-05	0.044269561767578125	0.07340723154496173	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	0.008928014876994681
bxt_gso	8.392333984375e-05	4.662407769097222e-05	4.662407769097222e-05	8.392333984375e-05	1.0	8.392333984375e-05	4.662407769097222e-05	8.392333984375e-05	0.232568359375	0.0032109799592391305	4.662407769097222e-05
bxt_gso_1k__nrlmf	0.860260009765625	4.662407769097222e-05	4.662407769097222e-05	0.044269561767578125	8.392333984375e-05	1.0	0.2667793860802284	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	0.0005340576171875
bxt_gso__nrlmf	0.5379486083984375	4.662407769097222e-05	4.662407769097222e-05	0.07340723154496173	4.662407769097222e-05	0.2667793860802284	1.0	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	0.0001228146436737805
bxt_lmo	4.662407769097222e-05	4.662407769097222e-05	0.00039034111555232557	4.662407769097222e-05	8.392333984375e-05	4.662407769097222e-05	4.662407769097222e-05	1.0	4.662407769097222e-05	0.3896259811689269	4.662407769097222e-05
bxt_lmo__nrlmf	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	0.232568359375	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	1.0	0.00039034111555232557	4.662407769097222e-05
bxt_lso	4.662407769097222e-05	4.662407769097222e-05	0.0012308756510416665	4.662407769097222e-05	0.0032109799592391305	4.662407769097222e-05	4.662407769097222e-05	0.3896259811689269	0.00039034111555232557	1.0	4.662407769097222e-05
bxt_lso__nrlmf	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	0.008928014876994681	4.662407769097222e-05	0.0005340576171875	0.0001228146436737805	4.662407769097222e-05	4.662407769097222e-05	4.662407769097222e-05	1.0
