	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_gmo__nrlmf	3.227820763221154e-05	1.0	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_gmosa	3.227820763221154e-05	3.227820763221154e-05	1.0	3.227820763221154e-05	0.0004351580584490741	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_gmosa__nrlmf	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	1.0	3.227820763221154e-05	3.227820763221154e-05	0.979949951171875	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_gso	3.227820763221154e-05	3.227820763221154e-05	0.0004351580584490741	3.227820763221154e-05	1.0	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_gso_1k__nrlmf	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	1.0	3.227820763221154e-05	0.0002216842939268868	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_gso__nrlmf	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	0.979949951171875	3.227820763221154e-05	3.227820763221154e-05	1.0	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_lmo	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	0.0002216842939268868	3.227820763221154e-05	1.0	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05
bxt_lmo__nrlmf	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	1.0	3.227820763221154e-05	3.227820763221154e-05
bxt_lso	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	1.0	3.227820763221154e-05
bxt_lso__nrlmf	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	3.227820763221154e-05	1.0
