	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05
bxt_gmo__nrlmf	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05
bxt_gmosa	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_gmosa__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	0.0035167875744047616	0.5179529604704484	4.303761017628205e-05	0.0035167875744047616	4.303761017628205e-05	0.0035167875744047616
bxt_gso	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_gso_1k__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.0035167875744047616	4.303761017628205e-05	1.0	0.07049560546875	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0
bxt_gso__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.5179529604704484	4.303761017628205e-05	0.07049560546875	1.0	4.303761017628205e-05	0.07049560546875	4.303761017628205e-05	0.07049560546875
bxt_lmo	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_lmo__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.0035167875744047616	4.303761017628205e-05	1.0	0.07049560546875	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0
bxt_lso	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0	4.303761017628205e-05
bxt_lso__nrlmf	4.303761017628205e-05	4.303761017628205e-05	4.303761017628205e-05	0.0035167875744047616	4.303761017628205e-05	1.0	0.07049560546875	4.303761017628205e-05	1.0	4.303761017628205e-05	1.0
