	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	0.0045989990234375005	0.003014389349489796	3.496805826822917e-05	0.2848009793263561	3.496805826822917e-05	3.496805826822917e-05
bxt_gmo__nrlmf	3.496805826822917e-05	1.0	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05
bxt_gmosa	3.496805826822917e-05	3.496805826822917e-05	1.0	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	0.22362342247596154	3.496805826822917e-05
bxt_gmosa__nrlmf	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	1.0	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	0.1399051441865809
bxt_gso	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	1.0	3.496805826822917e-05	3.496805826822917e-05	0.781951904296875	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05
bxt_gso_1k__nrlmf	0.0045989990234375005	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	1.0	0.680929113317419	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05
bxt_gso__nrlmf	0.003014389349489796	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	0.680929113317419	1.0	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05
bxt_lmo	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	0.781951904296875	3.496805826822917e-05	3.496805826822917e-05	1.0	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05
bxt_lmo__nrlmf	0.2848009793263561	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	1.0	3.496805826822917e-05	3.496805826822917e-05
bxt_lso	3.496805826822917e-05	3.496805826822917e-05	0.22362342247596154	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	1.0	3.496805826822917e-05
bxt_lso__nrlmf	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	0.1399051441865809	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	3.496805826822917e-05	1.0
