	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	4.0938214557926825e-05	4.0938214557926825e-05	0.031890869140625	4.0938214557926825e-05	0.49049964317908656	0.7187878644024884	4.0938214557926825e-05	0.00025541886039402175	4.0938214557926825e-05	4.0938214557926825e-05
bxt_gmo__nrlmf	4.0938214557926825e-05	1.0	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05
bxt_gmosa	4.0938214557926825e-05	4.0938214557926825e-05	1.0	4.0938214557926825e-05	0.00025541886039402175	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	0.5141175468012972	4.0938214557926825e-05
bxt_gmosa__nrlmf	0.031890869140625	4.0938214557926825e-05	4.0938214557926825e-05	1.0	4.0938214557926825e-05	0.005788997727997449	0.0006643931070963542	4.0938214557926825e-05	0.00011444091796875	4.0938214557926825e-05	0.860260009765625
bxt_gso	4.0938214557926825e-05	4.0938214557926825e-05	0.00025541886039402175	4.0938214557926825e-05	1.0	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	0.00011444091796875	4.0938214557926825e-05
bxt_gso_1k__nrlmf	0.49049964317908656	4.0938214557926825e-05	4.0938214557926825e-05	0.005788997727997449	4.0938214557926825e-05	1.0	0.49049964317908656	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05
bxt_gso__nrlmf	0.7187878644024884	4.0938214557926825e-05	4.0938214557926825e-05	0.0006643931070963542	4.0938214557926825e-05	0.49049964317908656	1.0	4.0938214557926825e-05	7.992699032738095e-05	4.0938214557926825e-05	0.00035712059507978725
bxt_lmo	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	1.0	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05
bxt_lmo__nrlmf	0.00025541886039402175	4.0938214557926825e-05	4.0938214557926825e-05	0.00011444091796875	4.0938214557926825e-05	4.0938214557926825e-05	7.992699032738095e-05	4.0938214557926825e-05	1.0	4.0938214557926825e-05	4.0938214557926825e-05
bxt_lso	4.0938214557926825e-05	4.0938214557926825e-05	0.5141175468012972	4.0938214557926825e-05	0.00011444091796875	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	1.0	4.0938214557926825e-05
bxt_lso__nrlmf	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	0.860260009765625	4.0938214557926825e-05	4.0938214557926825e-05	0.00035712059507978725	4.0938214557926825e-05	4.0938214557926825e-05	4.0938214557926825e-05	1.0
