	bxt_gmo	bxt_gmo__nrlmf	bxt_gmosa	bxt_gmosa__nrlmf	bxt_gso	bxt_gso_1k__nrlmf	bxt_gso__nrlmf	bxt_lmo	bxt_lmo__nrlmf	bxt_lso	bxt_lso__nrlmf
bxt_gmo	1.0	0.6937768324366156	5.41440902217742e-05	0.24225870768229169	5.41440902217742e-05	0.0018506172375801282	0.13652720349900266	5.41440902217742e-05	0.0001481000114889706	5.41440902217742e-05	0.49049964317908656
bxt_gmo__nrlmf	0.6937768324366156	1.0	5.41440902217742e-05	0.0482940673828125	5.41440902217742e-05	0.0001481000114889706	0.01438685825892857	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	0.30805003886320154
bxt_gmosa	5.41440902217742e-05	5.41440902217742e-05	1.0	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	0.01438685825892857	5.41440902217742e-05	0.32763671875	5.41440902217742e-05
bxt_gmosa__nrlmf	0.24225870768229169	0.0482940673828125	5.41440902217742e-05	1.0	5.41440902217742e-05	0.7964324951171875	0.860260009765625	5.41440902217742e-05	0.00023978097098214287	5.41440902217742e-05	0.07993231879340278
bxt_gso	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	1.0	5.41440902217742e-05	5.41440902217742e-05	0.0018506172375801282	0.000861915382179054	5.41440902217742e-05	5.41440902217742e-05
bxt_gso_1k__nrlmf	0.0018506172375801282	0.0001481000114889706	5.41440902217742e-05	0.7964324951171875	5.41440902217742e-05	1.0	0.43541403377757354	5.41440902217742e-05	0.00032636854383680556	5.41440902217742e-05	0.005748748779296875
bxt_gso__nrlmf	0.13652720349900266	0.01438685825892857	5.41440902217742e-05	0.860260009765625	5.41440902217742e-05	0.43541403377757354	1.0	5.41440902217742e-05	0.0001481000114889706	5.41440902217742e-05	0.11172750721807066
bxt_lmo	5.41440902217742e-05	5.41440902217742e-05	0.01438685825892857	5.41440902217742e-05	0.0018506172375801282	5.41440902217742e-05	5.41440902217742e-05	1.0	5.41440902217742e-05	0.016745633857194766	5.41440902217742e-05
bxt_lmo__nrlmf	0.0001481000114889706	5.41440902217742e-05	5.41440902217742e-05	0.00023978097098214287	0.000861915382179054	0.00032636854383680556	0.0001481000114889706	5.41440902217742e-05	1.0	5.41440902217742e-05	5.41440902217742e-05
bxt_lso	5.41440902217742e-05	5.41440902217742e-05	0.32763671875	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	0.016745633857194766	5.41440902217742e-05	1.0	5.41440902217742e-05
bxt_lso__nrlmf	0.49049964317908656	0.30805003886320154	5.41440902217742e-05	0.07993231879340278	5.41440902217742e-05	0.005748748779296875	0.11172750721807066	5.41440902217742e-05	5.41440902217742e-05	5.41440902217742e-05	1.0
